name,post_office,description,menu,address,phone,hours,page
대박터숯불촌,울산우체국(울산 중구 지역),20년 넘은 옛날 돼지갈비 맛집! 회식하기 좋은 클래식한 맛집!!,"왕갈비 \10,000ㅣ생삼겹살 \10,000ㅣ소갈비살 \12,000ㅣ물냉면 \7,000",울산광역시 중구 구교로 52,052-285-2070,10:00-22:00,30
여국,울산우체국(울산 중구 지역),국물이 깔끔하고 담백한 여기는 국밥집!,"돼지국밥 \9,000ㅣ순대국밥 \9,000ㅣ내장국밥 \9,000ㅣ섞어국밥 \9,000",울산광역시 중구 백양로 112,052-287-4728,10:00-20:30 일요일 휴무,31
남서울왕족발,남울산우체국(울산 남구 울주군 지역),잡내없는 딱 맛있는 오리지널 족발! 직접 만든 반찬과 쌈이 가득한 족발 맛집!!,"족발 \25,000/31,000/37,000ㅣ보쌈 \25,000/31,000/37,000",울산광역시 남구 봉월로8번길 10,050-7715-6979,17:00-23:00,31
돈당,남울산우체국(울산 남구 울주군 지역),고소한 삼겹살의 육즙! 울산의 숯불고기 맛집!!,"생삼겹살 \10,000ㅣ돼지갈비 \10,000ㅣ생목살 \10,000ㅣ두루치기 \10,000",울산광역시 남구 월평로217번길 4,0507-1371-2828,11:30-14:30 / 17:00-22:00 1주 일요일 휴무,31
진호관,남울산우체국(울산 남구 울주군 지역),국물보다 고기가 더 많다는 소문이 있는 뼈 없는 갈비탕 맛집!,"한마리곰탕 \13,000ㅣ갈비탕 \13,000ㅣ몸보신포장셋트(전국택배가능)",울산광역시 남구 중앙로213번길 10,052-261-1446,11:00-14:00 / 16:00-20:00 19:30 라스트오더 토요일 14:00까지 일요일 휴무,31
화락,남울산우체국(울산 남구 울주군 지역),가격 대비 신선하고 푸짐한 코스요리를 맛볼 수 있는 일식당 화락!,"코스요리 1인 \43,000 (예약 필요)",울산광역시 남구 왕생로 134,010-5688-9111,17:00-22:00 일요일 휴무,32
경주할매낙지,남울산우체국(울산 남구 울주군 지역),경주 현지인 맛집! 담백하면서도 자극적이지 않는 재료 본연의 맛집!!,"낙지볶음 \8,000ㅣ낙지전골 \8,000ㅣ낙곱전골 \8,000ㅣ낙불전골 \8,000",울산광역시 남구 왕생로 122,052-266-4841,11:00-22:00,32
한양식당,남울산우체국(울산 남구 울주군 지역),울산의 오래된 로컬 맛집! 집밥이 그리울 땐~ 가격 부담없는 한정식 맛집!!,"정식 \8,000ㅣ비빔밥 \8,000ㅣ된장찌개 \9,000ㅣ김치찌개 \ 9,000",울산광역시 남구 대암로 6,052-273-1653,09:00-21:00 일요일 휴무,32
엄지해장국,남울산우체국(울산 남구 울주군 지역),속을 따뜻하게 채워줄 엄마네 선지해장국! 우거지 한가득 인심 좋은 맛집!!,"선지해장국 \8,000ㅣ우거지해장국 \9,000ㅣ우거지선지해장국 \10,000",울산광역시 남구 돋질로239번길 4-5,052-227-5479,06:30-15:00 2·4주 토·일요일 휴무,32
덕하홍두깨 손칼국수,남울산우체국(울산 남구 울주군 지역),생각만 해도 침샘이 터지는 맛집! 무조건 칼국수 맛집!!,"칼국수 \6,000ㅣ수제비 \6,000ㅣ잔치국수 \6,000",울산광역시 울주군 청량읍 덕하장터길 10,052-700-4880,09:00-20:00,33
외식명가 삼산점,남울산우체국(울산 남구 울주군 지역),품격있게 즐기는 울산의 외식명가 맛집!,"꽃갈비살110g \28,000ㅣ갈비살양념구이250g \27,000ㅣ양념갈비300g \28,000",울산광역시 남구 화합로 154 1~4층,050-7362-9234,11:30-23:30  23:30 라스트오더,33
시바스시,남울산우체국(울산 남구 울주군 지역),오사카 가이세키 출신 헤드쉐프가 직접 개발한 일본 정통식 스시,"특선초밥세트1인 \22,000ㅣ런시세트2인 \40,000ㅣ나루토우동 \8,000ㅣ장어초밥(4p) \6,000",울산광역시 남구 월평로 213 1층,0507-1368-8714,11:30-21:30 연중무휴,33
굴화길,남울산우체국(울산 남구 울주군 지역),육회요리 맛집 굴화길! 책임지고 신선한 재료만을 고집하는 맛집!,"육회비빔밥 \12,000ㅣ육회물회 \12,000ㅣ육사사미 \30,000ㅣ육회 \30,000",울산광역시 남구 왕생로 126 1층,0507-1390-7901,11:00-15:00 / 17:00-21:00  20:30 라스트오더,33
원아구찜,동울산우체국(울산 동구 지역),매콤하고 칼칼한 울산 아구찜 맛집!,"아구찜·대구찜·쭈꾸미찜 \25,000~",울산광역시 동구 진성2길 37,052-234-0019,11:00-01:00,34
이모야커피깔루야,동울산우체국(울산 동구 지역),조용한 카페 분위기의 커피 맛집,"커피 \3,000~",울산광역시 동구 진성2길 14,010-4696-1323,10:30-23:00,34
주전횟집,동울산우체국(울산 동구 지역),해녀가 직접 잡은 신선한 해산물 코스요리 전문점,"4가지 코스 \40,000 ~ \100,000",울산광역시 동구 동해안로 686,052-251-9488,10:30-22:00,34
토속돼지국밥,동울산우체국(울산 동구 지역),머릿고기가 듬뿍 들어간 동네 주민이 인정한 국밥 맛집!,"돼지국밥 \8,000ㅣ수육 \25,000",울산광역시 동구 북진6길 41,052-252-9082,10:00-22:00 일요일 휴무,34
샤인커피,마산우체국,커피와 샌드위치가 맛있다고 소문난 주택을 개조한 카페,"엑설런트라떼 \5,500ㅣ수제리코타 샌드위치 \6,800ㅣ크림라떼 \5,500",경남 창원시 마산합포구 중앙동3길 32-17,0507-1341-2445,08:00-18:00 17:30 라스트오더 일요일 휴무,36
전복맛,마산우체국,정식으로 통통한 전복과 제육복음 된장찌개까지 먹을 수 있는 가성비 맛집!,"전복장정식 \12,000ㅣ전복된장정식 \12,000ㅣ전복구이정식 \15,000ㅣ전복죽 \12,000",경남 창원시 마산합포구 3·15대로 222,055-223-1997,11:30-14:00 / 17:00-20:00 일요일 휴무,36
대패랑,마산우체국,단골이 많기로 유명한 국내산 한돈 대패삼겹살 맛집,"대패삼겹살 100g \4,900ㅣ대패주물럭 100g \5,900ㅣ생삼겹살 120g \9,000",경남 창원시 마산합포구 해안대로 294,055-224-2276,16:00-22:30 일요일 명절휴무,36
달동치킨,마산우체국,"외관에서 풍겨져 오는 우리동네 치킨 맛집 달동치킨, 특히 마늘치킨 강추!","마늘치킨 \17,000ㅣ간장치킨 \16,000ㅣ양념치킨 \16,000ㅣ후라이드치킨 \16,000",경남 창원시 마산합포구 반월동2길 32,055-223-1997,15:00-23:00 1·3주 일요일 휴무,36
티비에이(TBA) 카페,마산우체국,빈티지한 분위기에서 향기로운 커피와 브런치가 생각난다면 이곳은 필수!,"아메리칸브런치 \16,500ㅣ미트러버브런치 \10,900ㅣ포테이토브런치 \10,400","경남 창원시 마산합포구 산호남2길 2, 1층",010-9433-8544,10:00-20:00 월요일 휴무,37
대흥관,마산우체국,"지역 주민들이 인정하는 오래된 중국(맛)집, 겉바속촉 탕수육, 감칠맛 짱뽕국물이 일품","짜장면 \7,000ㅣ짬뽕 \8,000ㅣ등심탕수육 소 \21,000ㅣ탕수육+만두+식사2인세트 \27,000",경남 창원시 마산회원구 내서읍 삼계로31-3,055-231-9231,10:45-20:30 수요일 또는 목요일 유동적 휴무,37
하연옥,진주우체국,냉면과 갈비의 조화로움과 진주 육전을 맛볼 수 있는 하연옥!,"진주물냉면 \11,000ㅣ진주비빔냉면 \12,000ㅣ돌판소갈비 2인 \39,500ㅣ진주육전 \24,000",경남 진주시 진주대로 1317-20,055-746-0525,10:00-21:00 20:30 라스트오더,37
천황식당,진주우체국,TV 3대천왕 맛집에도 소개된 육회비빔밥이 유명한 진주의 노포 식당,"육회비빔밥 \13,000ㅣ한우육회 \50,000ㅣ석쇠불고기 \30,000",경남 진주시 촉석로207번길 3,055-741-2646,06:00-21:00 20:00 라스트오더,37
효성갈비,진주우체국,매장이 넓어 단체이용도 가능한 오래된 갈비 고기 맛집,"수제돼지갈비 220g \15,000ㅣ소양념갈비 220g \30,000",경남 진주시 진주성로 2,055-746-9235,10:00-15:00 / 16:00-21:30,38
호순이 솥뚜껑삼겹살,진주우체국,"솥뚜껑 삼겹살 찐 맛집으로 신선한 야채 친절한 사장님. 단, 웨이팅 주의!","삽겹살 150g \11,000ㅣ목살 150g \11,000ㅣ모듬 450g \35,000",경남 진주시 천수로297번길 11-1,055-748-5522,15:00-24:00,38
유정장어,진주우체국,"한국관광공사 선정 100대 맛집, 민물과 바다의 여러가지 장어의 맛을 느낄 수 있는 맛집!","바다장어구이 (1인분/250g) \26,000ㅣ민물장어구이 (1인분/250g) \36,000",경남 진주시 진주성로 2 (진주성 북문 앞),055-746-9235,10:00-15:00 / 16:00-21:30,38
사천냉면,진주우체국,전통진주식 냉면을 고집하는 맛집으로 섞어 냉면과 육전 조합 추천!,"물냉면 \9,000ㅣ비빔냉면 \10,000ㅣ섞어냉면(물비빔) \10,000ㅣ육전 \25,000",경남 진주시 강남로177번길 17,055-753-3075,11:00-20:00,38
호야식당,진주우체국,봄 추천 비빔밥 여름 추천 콩국수 겨울 추천 동태찌개 계절별 맛집!,"비빔밥 \8,000ㅣ국수 \6,000ㅣ비빔국수 \7,000ㅣ콩국수 \8,000ㅣ동태찌개 \9,000",경남 진주시 비봉로23번길 6,055-745-5072,10:00-19:00 토요일 10:00:-15:00 일요일 휴무,39
갈비도사,진해우체국,진해를 방문한다면 꼭 추천드리는 맛과 가격을 모두 사로잡은 맛집!,"(점심)돼지양념 정식세트 \13,000~ㅣ(저녁)프리미엄 정식세트 \18,000~",경남 창원시 진해구 중원동로 60 102호,0507-1379-9254,11:00-15:00 / 16:30-22:00,39
중원로카페,진해우체국,골목길을 지나면 예쁜 정원 있는 분위기 좋은 뷰맛집 카페!,"아메리카노 \3,500ㅣ카페라떼 \4,300ㅣ블루베리라떼 \6,000",경남 창원시 진해구 중원로74번길 13-1 1층,070-8823-7587,08:30-22:00 토요일 21:00까지 일요일 휴무,39
음식이보약,진해우체국,프라이빗한 룸도 겸비한 갈비탕 선지해장국 갈비찜 맛집으로 특히 갈비찜 후 볶음밥 강추,"갈비찜(소) \40,000ㅣ도가니수육/모듬수육 \50,000ㅣ갈비해장국 \13,000","경남 창원시 진해구 백구로13 102, 103(근화동 보문빌딩)",055-545-4556,16:00-21:00 일요일 휴무,39
대한삼계탕,진해우체국,담백하고 맛있는 삼계탕이 생각날때! 생닭으로 갓튀긴 후라이드는 별미!,"삼계탕 \16,000ㅣ들깨삼계탕 \17,000ㅣ옻삼계탕 \18,000",경남 창원시 진해구 충장로82번길 16,055-547-8661,10:00-21:00,40
맛있으면돼지,진해우체국,푸집한 돼지국밥 로컬 맛집으로 깍두기는 사랑!,"돼지국밥 \9,000ㅣ내장국밥 \9,000ㅣ순대국밥 \9,000ㅣ섞어국밥 \9,000",경남 창원시 진해구 덕산로14번길 15,0507-1300-7020,10:00-14:30 / 15:30-21:00 라스트오더 20:30 일요일 휴무,40
갈비랑아구랑,진해우체국,갈비찜 아구찜 황태찜이 생각난다면 여기 맛집!,"소갈비찜(2인) \35,000ㅣ생아구찜(2인) \25,000ㅣ황태찜(2인) \27,000",경남 진해구 충장로491번길 17,055-547-6766,11:00-21:30 2·4번째 일요일 휴무,40
더마리,진해우체국,돈까스정식 맛집으로 다양한 돈까스를 즐길수 있다,"경양식왕돈까스 \11,000ㅣ치즈카츠 \12,000ㅣ안심카츠 \11,000ㅣ등심카레 \12,000","경남 창원시 창원시 진해구 웅천동로106번길13(더블유프라자), 1층",055-552-5722,11:00-15:00 / 17:00-20:30 라스트오더 20:00 일요일 휴무,40
사야,창원우체국,보리굴비와 코다리가 유명한 밑반찬으로 배가 불러져 오는 예약 필수 맛집!,"연편도 암꽃게장 한상 \28,000ㅣ법성포 보리굴비한상 \27,000ㅣ강원도코다리한상 \19,000",경남 창원시 성산구 마디미로70번길 2 이번가빌딩 2층,0507-1303-8803,"11:30-14:30 / 17:00-21:00 19:45 라스트오더 매월 1,3주 일요일 휴무",41
호랑면옥,창원우체국,고기맛과 국물이 일품인 또 방문하고 싶게 만드는 가성비 찐 맛집!,"고기국수 \10,000ㅣ고기비빔국수 \10,000ㅣ수육나베 \25,000~ㅣ새우파전 \15,000",경남 창원시 성산구 67 경창종합상가 1층,0507-1465-1046,11:00-21:00,41
아구나라꽃게마을,창원우체국,"아는 사람들만 아는 숨은 맛집, 매운닭찜이 시그니쳐 메뉴","매운닭찜 1마리 \26,000ㅣ말린아구찜(2인) \25,000ㅣ대구찜(2인) \23,000","경남 창원시 성산구 상남로 71, 창원코아상가 2층",055-285-0411,11:00-21:00 라스트오더 20:00 토·일요일 휴무,41
룡정,창원우체국,달달한 짜장면과 정통중화요리를 맛보 수 있고 단체모임에도 좋은 수타전문점!,"룡정 점심특선 11시~14시 1인당 \14,000 (삼선누룽지탕+깐풍기+식사(짜장or짬뽕)","경남 창원시 성산구 용지로153번길 10, 8층",0507-1387-7336,11:00-15:00 / 17:00-21:00 일요일 휴무,41
할매낙지마당,창원우체국,싱싱한 산낙지 볶음과 여러 전골류도 함께 맛볼 수 있는 맛집,"낙새볶음(1인분) \10,000ㅣ낙곱새볶음(1인분) \11,000ㅣ낙지전골류 \30,000~",경남 창원시 성산구 신촌로 17,055-286-7060,11:00-20:00 일요일 휴무,42
전주보리식당,창원우체국,맛나고 저렴하게 든든히 한 끼 먹을 수 있는 친절한 사장님이 운영하는 맛집!,"보리밥+꽃게된장+고등어조림 \7,000 (포장 \10,000)","경남 창원시 성산구 대정로 36, 지하23호~24호(가음동종합상가)",055-262-7407,11:00-20:00 일요일 휴무,42
진고려삼계탕,창원우체국,매장이 넓고 청결하며 방도 있어 연말모임에도 좋은 언제 가도 변함없는 맛집,"삼계탕 \17,000ㅣ옻삼계탕 \18,000ㅣ한방삼계탕 \19,000ㅣ해신탕 \110,000",경남 창원시 의창구 태복산로3번길 11,055-238-0555,11:00-21:30,42
밀면마을,김해우체국,저렴한 가격에 맛있는 밀면을 먹을 수 있는 착한 맛집!,"생국수 \5,000ㅣ물민면 \5,500ㅣ비빔면 \6,000ㅣ만두 \5,000",경남 김해시 김해대로2511번길 6,055-333-2480,11:00-20:00 일요일 격주 휴무,42
옥돌쉼터,김해우체국,아름다운 노을과 함께 인스타 감성이 폭발하는 뷰 맛집,"된장삼겹살120g \11,000ㅣ한방백숙 \60,000ㅣ오리생구이 \45,000ㅣ오리불고기 \45,000",경남 김해시 삼안로112번길 20-83,055-314-1013,11:00-21:00 월요일 휴무,43
키린느,김해우체국,호텔 로비같은 고급스럽고 넓은 공간으로 편안함을 주고 맛있는 라떼와 빵이 있는 카페,"키린느 커스텀 라떼 \6,000ㅣ소금빵 \4,200ㅣ크로아상 \5,200",경남 김해시 김해대로2272번안길 31 1층,0507-1386-2075,10:00-22:00 21:30 라스트오더,43
이도탕반 김해본점,김해우체국,"한우대창과 돼지고기, 곱창, 새우, 수제순대, 낙지가 푸짐하게 들어간 이도탕반만의 대표메뉴","한우대창낙지전골 \35,000~ㅣ이도얼큰우동 \11,000ㅣ순대국밥 \9,000",경남 김해시 김해대로2324번길 67,0507-1372-2987,11:00-22:00 21:30 라스트오더,43
한근두근,김해우체국,가족외식 또는 회식으로도 좋은 신선함과 푸짐함을 겸비한 고기 맛집!,"생삼겹/생오겹살 1인분(120g) \9,900ㅣ돼지갈비 1인분(180g) \12,000",경남 김해시 분성로 518,055-313-3651,10:30-23:00 라스트오더 22:00,43
국수마을,김해우체국,여러가지 국수를 저렴한 가격에 즐길 수 있는 김해 장유에 소문난 맛집,"잔치국수 \5,000ㅣ비빔국수 \6,000ㅣ냉김치말이국수 \7,000ㅣ해물부추전 \7,000",경남 김해시 능동로7번길 2,055-314-4664,10:30-21:00,44
풍년밥,김해우체국,찰진 돌솥밥에 반찬들이 맛있는 든든한 한끼!,"영양돌솥밥 \9,000ㅣ보리밥 \7,000",경남 김해시 삼안로77번길 15,055-324-6079,11:00-20:00 월요일 휴무,44
버드나무집,김해우체국,맛있다고 소문난품 오리고기 맛집! 칼칼한 오리탕과 담백한 구이와 불고기는 일품,"오리탕 \35,000ㅣ오리소금구이 \40,000ㅣ오리불고기 \40,000",경남 김해시 대동면 동남로41번길 25-24,055-335-6719,10:00-21:00 라스트오더 19:45,44
진영박가네참숯불갈비,김해우체국,가격대비 맛있는 돼지갈비와 신선한 야채로 저녁엔 웨이팅 가능성 있음,"양념돼지왕갈비 \9,900ㅣ돼지생갈비 \9,900ㅣ비빔냉면 \9,900ㅣ물냉면 \9,900",경남 김해시 장유로288번길 5,055-339-0755,16:00-22:00,44
뇽뇽테이블,양산우체국,덮밥 파스타 샐러드 등 다채로운 메뉴로 가족 외식이나 데이트하기 좋은 분위기 있는 맛집!,"우삼겹덮밥 \7,900ㅣ새우투움바 파스타 \11,900ㅣ연어샐러드 \19,900",경남 양산시 물금읍 범구로 14 오슬로파크 1층 k동 8.9.10.호,0507-1357-9783,11:30-15:00 / 17:00-21:00 20:30 라스트오더,45
명곡농원,양산우체국,기력이 부족하다고 느껴질 땐 양산 보양식 맛집 명곡농원!,"오리불고기 \50,000ㅣ오리백숙 \60,000ㅣ닭백숙 \55,000ㅣ옻닭 \55,000ㅣ영계닭 \55,000",경남 양산시 명곡로 491,055-385-6177,10:00-21:00,45
풍미당국시,양산우체국,깔끔하게 점심먹기 좋은곳 양산국수 맛집 풍미당국시,"풍미국수 \6,000ㅣ비빔국수 \7,000ㅣ장칼국수 \8,000ㅣ보리비빔밥 \8,000",경남 양산시 신기1길 5-1 2층,070-8287-2897,11:00-15:00 라스트오더 15:00 일요일 휴무,45
왕카이,양산우체국,탕수육이 맛있는 집이며 재료를 아끼지 않는 중화요리를 맛보고 싶다면 여기!,"탕수육+짜장2 \20,000ㅣ탕수육+쟁반짜장2 군만두 \30,000",경남 양산시 신기1길 15,055-362-7688,11:00-20:00,45
동암식당,양산우체국,얼큰한 명태탕이 일품인 맛집,"보리밥정식 \10,000ㅣ얼큰명태탕 \9,000ㅣ닭한마리칼국수(대) \40,000ㅣ수제비명태탕(대) \40,000",경남 양산시 하북면 월평1길 37,055-383-6598,10:00-20:00 라스트오더 19:30 격주 화요일 휴무,46
내몸에좋은오리,양산우체국,주인 사장님의 손맛이 느껴지는 식당으로 직접만든 반찬들과 백숙이 맛있는집,"한방백숙 \65,000ㅣ옻백숙 \70,000ㅣ오리양념불고기 \50,000ㅣ고등어구이 점심특선 \7,000",경남 양산시 물금읍 동중6길21 1동,055-383-7430,11:40-21:00,46
구선장네횟집 & 파티룸,거제우체국,선장이 직접 운영하고 신선한 회와 푸짐한 사이드메뉴 구성으로 유명한 뷰 맛집!,"모듬회세트(소/2인) \100,000 (중/3인) \120,000 (중/4인) \160,000",경남 거제시 사등면 성포로 77,055-632-2171,10:00-15:00 / 17:00-21:30 20:00 라스트오더,46
슬로우소랑 카페,거제우체국,아름다운 오션뷰와 베이글 맛집으로 유명한 연인들과 가족들이 많이 찾는 핫플!,"곡물크림라떼 \7,000ㅣ아이스크림돌체라떼 \9,000ㅣ각종 베이글 \3,500~",경남 거제시 거제남서로 3955-2,0507-1352-4491,10:30-19:00 18:30 라스트오더,46
연화횟집,거제우체국,모듬회 조합 구성이 좋고 해삼 낙지 멍게 등도 있는 거제도 회 맛집,"모듬회(소) \60,000ㅣ모듬회세트(소) \75,000ㅣ회정식 \20,000ㅣ회덮밥 \12,000",경남 거제시 거제중앙로 1881-6,055-632-8339,11:00-22:00 화요알 휴무,47
고풍쌈밥,거제우체국,수육을 비롯해 10가지 기본찬과 푸짐한 쌈야채가 나오는 거제 현지인 맛집,"수육쌈밥 \15,000ㅣ야채쌈밥 \12,000",경남 거제시 일운면 지세포4길 8,055-682-1335,10:00-20:00 월요일 휴무,47
이든횟집,거제우체국,"신선하고 쫄깃한 회와 여러 반찬, 얼큰한 매운탕을 즐길 수 있는 맛집","모듬회(소) \50,000ㅣ모듬회(중) \60,000ㅣ모듬회(대) \70,000ㅣ회덮밥 \12,000",경남 거제시 계룡로 40,0504-0544-3481,14:00-23:00,47
대원군숯불갈비,거제우체국,매장이 넓고 단체모임에 좋은 숯불 향 그윽한 고기가 생각나게 하는 맛집,"돼지갈비 \11,000ㅣ흑돼지오겹살 \16,000ㅣ소양념갈비 \26,000 평일점심특선 \13,000~\15,000",경남 거제시 거제중앙로31길 32-1,055-638-2556,11:00-15:30 / 16:30-21:30 월요일 휴무,47
쓰리원식당,거제우체국,부부 사장님이 운영하는 맛있는 집밥을 먹을 수 있는 곳으로 넉넉한 인심은 덤!,"갈치조림 1인분 \12,000ㅣ청국장 \9,000",경상남도 거제시 사등면 두동로3길 8,055-637-8545,11:00-22:00 명절휴무,48
통영곤리식당,통영우체국,된장 베이스의 시원한 해물뚝배기와 푸짐한 돼지두루치기가 시그니쳐인 통영 찐 맛집!,"해물뚝배기정식1인 \14,000ㅣ돼지두루치기1인 \11,000ㅣ낚지볶음 2인 \24,000",경상남도 통영시 무전5길 37-111,0507-1421-2553,11:00-15:00 / 17:00-19:40,48
목장원,통영우체국,고퀄리티의 고기를 맛 볼 수 있는 소고기 맛집!,"생불고기버섯전골 \14,000ㅣ안창살 120g \39,000ㅣ모둠 400g \90,000",경상남도 통영시 무전5길 37-23,055-646-0770,11:30-21:30 2·4주 일요일 휴무,48
밀보리베이커리,통영우체국,다양한 종류의 베이커리와 가격까지 착한 빵 맛집!,"통팥빵/소보루/국화빵/버터빵 등 \1,600ㅣ소금빵 \2,600",경상남도 통영시 중앙로 264,055-645-1654,07:00-22:00 2·4주 일요일 휴무,48
못난이꽈배기,통영우체국,통영 북신동시장의 촉촉하고 부드러운 간식 맛집!,"꽈배기 \900ㅣ팥도너츠 \1,200ㅣ유자도너츠 \1,200",경상남도 통영시 북신발개등1길 9,055-648-1635,10:00-20:30,49
블루하라,통영우체국,아기자기한 카페 분위기로 달콤한 커피와 디저트를 함께~!,"라떼 \5,000ㅣ시나몬라떼 \5,500ㅣ디저트 \3,500~",경상남도 통영시 무전5길 12-7,055-648-9636,09:30-22:00 주말 10:30-22:00,49
베지니랑키친,거창우체국,거창 맛집 비건 식당으로 건강한 재료들과 자극적이지 않게 맛있는 요리들!,"버섯샐러드 \14,000ㅣ콩까스 \12,000ㅣ두부자몽샐러드 \12,000ㅣ스페셜볶음쌀국수 \21,000",경남 거창군 남하면 대야길 69-17,070-7093-5555,12:00-15:00 / 18:00-21:00 20:00 라스트오더,49
비룡,거창우체국,해물이 듬뿍 들어간 칼칼하고 시원한 짬뽕 맛집!,"해물짬뽕 \10,000ㅣ탕수육 \15,000~40,000",경상남도 거창군 거창읍 공수들6길 17,055-945-1940,11:30-15:00 / 17:00-20:30 월요일 휴무,49
외양간구시,거창우체국,거창 현지인들도 추천하는 맛집으로 숯불에 구운 한우는 입에서 살살 녹는다!,"한우뭉탱이 \20,000ㅣ한우육회(소) \20,000ㅣ한우소고기 버섯전골(소) \20,000",경상남도 거창군 거창읍 상동2길 70,055-944-4900,11:00-15:00 / 17:00-21:30 20:30 라스트오더 월요일 휴무,50
우담,거창우체국,매장이 넓고 룸도 많아 각종 모임에도 좋은 입에서 사르르 녹는 한우구이 맛집!,"우담스페셜100g \20,000ㅣ한우특수부위 모듬100g \25,000",경상남도 거창군 거창읍 밭들길 87,055-944-0077,11:00-14:30 / 16:30-21:30,50
그맛집,거창우체국,시골 고향에 내려가 먹었던 고향집 그 느낌! 맛있는 보리밥과 불맛가득 고추장 불고기,"보리밥정식 \10,000ㅣ청국장 \9,000",경상남도 거창군 거창읍 강변로8길 17,055-942-9550,12:00-15:00 / 18:00-21:00 20:00 라스트오더,50
영남쌈밥,거창우체국,가정식 쌈밥이 생각나면 가게되는 맛집 건강한 밥상 영남쌈밥,"쌈밥정식 \10,000ㅣ대구뽈찜 \30,000~",경상남도 거창군 거창읍 강변로8길 14,055-942-6788,11:00-22:30 22:00 라스트오더 일요일 휴무,50
지리산옻닭,거창우체국,몸보신에 최고~! 거창 로컬 옻닭·삼계탕 맛집~!,"옻닭 \14,000ㅣ삼계탕 \14,000",경상남도 거창군 거창읍 상동2길 21,055-944-7607,09:30-20:00,51
창성식당,거창우체국,기분 좋은 매콤함! 비빔 짬뽕이 유명한 중식 맛집!,"비빔짬뽕 \8,000",경상남도 거창군 거창읍 죽전4길 132-15,055-944-2575,11:10-15:30 / 17:00-20:00 월요일 휴무,51
거창고제식육식당,거창우체국,거창 고제 주민들이 더욱 추천하는 돼지고기 로컬 맛집,"두루치기 \9,000ㅣ생삼겹 170g \10,000",경상남도 거창군 고제면 입석2길 13,055-942-7061,09:30-20:00,51
미당,거창우체국,할머니의 정성스러운 손맛이 가득한 소바 맛집!,"자루·온·비빔소바 \9,000",경상남도 거창군 거창읍 강변로9길 96-3,055-944-9290,10:00-22:00,51
대가호수카페,고성우체국,대가저수지가 내려다보이는 뷰 좋은 카페,"커피 \5,000~ㅣ밤호박치아바타 \5,000",경상남도 고성군 대가면 대가로279-31 대가돌솥밥 옆 1층 카페,010-7271-5100,10:00-21:00,52
삼거리식당,고성우체국,현지인이 찾는 돼지 생갈비 노포 맛집!,"생갈비 180g \12,000",경상남도 고성군 하이면 봉현2길 44,055-835-8574,11:30-21:00 월요일 휴무,52
왕창이,고성우체국,연탄불에 왕창 구워먹는 고추장 불고기 맛집!,"고추장연탄불고기(2인이상) \9,000ㅣ보쌈정식 \10,000",경상남도 고성군 거류면 거류로 624,0507-1487-7377,평일 11:00-14:30 / 16:30-21:00 주말 11:00-21:00 수요일 휴무 재료 소진 시 영업 종료,52
해금강횟집,고성우체국,자연산 회가 일품인 고성전통시장 맛집!,"모듬회 \50,000~",경상남도 고성군 고성읍 중앙로25번길 47,055-674-2612,12:00-14:00 / 17:30-21:00,52
홍스쭈꾸미,고성우체국,입맛을 자극하는 매콤한 쭈꾸미 맛집!,"쭈꾸미 1인분 \13,000ㅣ쭈삼겹 1인분 \14,000",경상남도 고성군 고성읍 남포로80번길 112-1,0507-1456-1266,11:00-22:00 1·3주 일요일 휴무,53
복만식당,남해우체국,비주얼! 맛! 뷰! 어느 하나 빠지지 않는 갈치구이·조림 맛집,"통 갈치구이 \65,000ㅣ전복 갈치조림 \75,000",경상남도 남해군 남면 남면로 1743,055-863-5151,09:00-20:00,53
청정횟집,남해우체국,친절한 사장님의 정성가득한 맛! 남해 바다뷰 맛집!,"물회 \18,000ㅣ모듬회 \80,000~ㅣ자연산 \100,000~",경상남도 남해군 설천면 노량로183번길 18,0507-1345-7888,09:00-21:00,53
초량정,남해우체국,남해 갈때마다 찾을 수 밖에 없는 신선한 재료와 집밥같은 정갈함이 있는 멸치쌈밥 맛집!,"멸치쌈밥 \10,000ㅣ멸치쌈밥+수육 \14,000",경상남도 남해군 남해읍 화전로38번길 28-4,055-863-1672,12:00-21:00,53
24시 활어회센타,남해우체국,바다향기가 가득한 고소하고 담백한 장어구이가 맛있는집!,"장어구이 1인분 \15,000",경상남도 남해군 남해읍 화전로96번가길 16-1,055-864-4201,11:00-15:00 / 17:00-21:00 월요일 휴무,54
봉정식당,님헤우체국,남해 전통시장 맛집! 할머니의 손맛이 느껴지는 멸치쌈밥 맛집!,"멸치쌈밥 \13,000ㅣ생선구이 \13,000",경상남도 남해군 남해읍 화전로110,055-864-4306,06:00-19:00 명절휴무,54
무쇠왕솥뚜껑,님헤우체국,남해 현지인들이 가는 왕솥뚜껑에 구워먹는 삼겹살 맛집!,"삼겹살150g \12,000",경상남도 남해군 남해읍 화전로96번나길 1,055-864-0533,11:30-21:00,54
딸기네 커피콩방,남해우체국,직접 로스팅한 맛있는 커피와 함께 여유로움을 느낄수 있는 곳,"남해리카노 \4,000ㅣ카페라떼 \4,500ㅣ남해 비파잎차 \4,000",,010-2037-8266,11:00~18:00,54
