City,Name,Michelin_Award,Green_Star,Repsol_Award,Worlds_50_Best_Rank,Steak_101_Rank,Notable_Wine_List,Cuisine,Price,Price_Tier,Address,Phone,Latitude,Longitude,Michelin_Url,Website,Sources,Description,Avg_Price_EUR,Price_Detail,Price_Source,Maps_Url
Barcelona,Eldelmar - Hermanos Torres,Selected,,1 Sol,,,,Traditional Cuisine,Special occasion,3,"Moll del Gregal 3, Barcelona, 08005, Spain",+34 937 07 80 98,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/eldelmar-hermanos-torres,https://www.eldelmarhermanostorres.com/,Michelin; Guia Repsol,"The simple fact of having the Torres brothers’ name behind it is enough of a guarantee for this restaurant, but if we add in the spectacular setting of the Balcó Gastronòmic at the Port Olimpic with views of its moored yachts and the Nova Icària beach, you’re on to a certain winner. In this restaurant with a casual ambience and large picture windows through which you can enjoy views of the sea and its surroundings, you’ll find an à la carte that has a clear focus on the Mediterranean and its bounty. The numerous options on offer include oysters, delicious rice and fideuá dishes, pasta and meat, plus a special section dedicated to fish of the day. The extensive wine list features over 400 labels.",75,à la carte €€€; ~€65-70 pp; fish by weight pushes higher,thefork / eldelmarhermanostorres.com,https://www.google.com/maps/search/?api=1&query=Eldelmar%20-%20Hermanos%20Torres%2C%20Moll%20del%20Gregal%203%2C%20Barcelona%2C%2008005%2C%20Spain
Barcelona,Estimar,Selected,,2 Soles,,,,Seafood,Spare no expense,4,"Sant Antoni dels Sombrerers 3, Barcelona, 08003, Spain",+34 932 68 91 97,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/estimar,https://www.restaurante-estimar.com/,Michelin; Guia Repsol,An intimate restaurant that is somewhat tucked away but which has received many plaudits thanks to the passion for the sea shown by the Gotanegra family and chef Rafa Zafra. Grilled dishes and high-quality products are to the fore here.,100,TheFork avg €120; other sources €80; prawns €75/plate,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=Estimar%2C%20Sant%20Antoni%20dels%20Sombrerers%203%2C%20Barcelona%2C%2008003%2C%20Spain
Barcelona,L'Antiquari Gastronòmic,Selected,,,,,,Creative,Special occasion,3,"Carrer de Neptú 4, Barcelona, 08006, Spain",+34 936 33 81 04,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/l-antiquari-gastronomic,https://antiquarigastronomic.com/,Michelin,"It is clear that this restaurant, with its rustic atmosphere in the heart of the Gràcia neighbourhood, has found favour with the general public, who are always eager to try a technical and daring proposal that can blow our taste buds away. The couple at the helm, with Yordi Martínez as chef and Lara Cerlini as sommelier and maitre d', focuses all their work around a single 15-course tasting menu that combines tradition and modernity, always closing the meals in style with a sweet treat (we loved their dessert, with different textures of olive oil). Fun fact: The chef, who usually stops by the tables to explain some of the dishes, always wears a cap as a tribute to his grandfather Antolín.",75,"15-course ""Astronòmic"" €75; pairing €45",thefork / antiquarigastronomic.com,https://www.google.com/maps/search/?api=1&query=L%27Antiquari%20Gastron%C3%B2mic%2C%20Carrer%20de%20Nept%C3%BA%204%2C%20Barcelona%2C%2008006%2C%20Spain
Barcelona,La Forquilla,Selected,,,,,,Creative,Special occasion,3,"Aragó 152, Barcelona, 08011, Spain",+34 933 00 79 80,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/la-forquilla,https://www.laforquilla.com/,Michelin,"La Forquilla is definitely a restaurant with a difference given that owner-chef Vidal Gravalosa takes care of everything, including a huge amount of preparation before every sitting, impressive work in the kitchen, as well as service at the handful of tables. His cooking is centred around a tasting menu plus a creatively inspired à la carte featuring an array of seasonal recipes. Standout dishes include the Maresme peas with baby squid and Iberian pork jowl, and the crispy Segovian suckling pig served with its own sauce, parsnip purée and baby gem lettuce.",77,tasting €77 (earlier listings €49.50-62),thefork / michelin,https://www.google.com/maps/search/?api=1&query=La%20Forquilla%2C%20Arag%C3%B3%20152%2C%20Barcelona%2C%2008011%2C%20Spain
Barcelona,La Taverna del Clínic,Selected,,1 Sol,,,,Traditional Cuisine,Special occasion,3,"Rosselló 155, Barcelona, 08036, Spain",+34 934 10 42 21,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/la-taverna-del-clinic,https://www.latavernadelclinic.com/,Michelin; Guia Repsol,"A family-run “taverna” featuring a profusion of wood and thoroughly contemporary comfort. Here, the culinary focus is on traditional cooking based around seasonal ingredients, with a particular fondness for stews and great respect shown to time-honoured flavours, albeit from a modern perspective. The extensive à la carte is impressively complemented by various daily specials, with an enticing array of fish sourced from nearby auctions, and “large plate” options perfect for sharing. Several gastronomic menus are also available.",55,avg €50-60; tapas under €20 each,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=La%20Taverna%20del%20Cl%C3%ADnic%2C%20Rossell%C3%B3%20155%2C%20Barcelona%2C%2008036%2C%20Spain
Barcelona,Leña Barcelona,Selected,,,,,,Meats and Grills,Special occasion,3,"Plaça de Pius XII 4, Barcelona, 08028, Spain",+34 930 47 59 90,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/lena-barcelona,https://lenarestaurants.com/es/barcelona/,Michelin,"This glamorous restaurant, part of the dining options available at the Grand Hyatt Barcelona, bears the hallmark of chef Dani García and follows the aesthetic look established by his brothers in Madrid, Marbella and Dubai. This spacious restaurant, with its elegant, urban steakhouse philosophy, combines the usual presence on the menu of its famous “yakipinchos” and premium red meats (different cuts and periods of aging) with other more local dishes, such as Butifarra de Perol croquettes, and vegetable-based specialities including delicious grilled avocado from Malaga. A live DJ makes an appearance on some evenings, along with a brunch at the weekend. You also have the option of taking home your own personalised knife!",70,€70 pp grill menu; midday steak+fries €45; Experiencia Fuego €110 pp,lenarestaurants.com / thefork,https://www.google.com/maps/search/?api=1&query=Le%C3%B1a%20Barcelona%2C%20Pla%C3%A7a%20de%20Pius%20XII%204%2C%20Barcelona%2C%2008028%2C%20Spain
Barcelona,Nairod,Selected,,1 Sol,,,,Farm to table,A moderate spend,2,"Aribau 141, Barcelona, 08036, Spain",+34 938 08 92 60,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/nairod,https://www.restaurantenairod.com/,Michelin; Guia Repsol,"Located in the heart of the city’s Eixample district, Nairod exudes personality everywhere you look, which doesn’t come as a surprise given that David Rustarazo (better known as Rusti) is at the helm – a self-made chef whose success is down to hard work and experience gained abroad. In this intimate, contemporary setting with a bistro vibe, you'll find market-fresh cuisine where flavour reigns supreme, with an increasing focus on fish and incredible game dishes in season (hare, venison, partridge and, in particular, pigeon). Fun fact: The name of the restaurant is an ode to the chef’s son, Dorian, but spelled backwards!",65,tasting €65; short menu €57; avg €65,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=Nairod%2C%20Aribau%20141%2C%20Barcelona%2C%2008036%2C%20Spain
Barcelona,Nectari,Selected,,1 Sol,,,,Modern Cuisine,Special occasion,3,"València 28, Barcelona, 08015, Spain",+34 932 26 87 18,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/nectari,https://nectari.es/,Michelin; Guia Repsol,"Chef Jordi Esteve dresses his signature cuisine with the enriching nuances provided by local raw ingredients, and it's no coincidence that he works very closely with small producers! The tasty offer of this centrally located restaurant, with a neighbourhood atmosphere, is based on seasonal products and, although it has an à la carte menu, it always shines especially in its tasting menu (which can be enriched with a wine pairing). You'll find interesting combinations, such as their foie gras and eel or the appetising topinambur cream with prawns and seasonal mushrooms.",86,tasting €86; lunch menu €39,nectari.es / thefork,https://www.google.com/maps/search/?api=1&query=Nectari%2C%20Val%C3%A8ncia%2028%2C%20Barcelona%2C%2008015%2C%20Spain
Barcelona,Osmosis,Selected,,,,,,Creative,A moderate spend,2,"Aribau 100, Barcelona, 08036, Spain",+34 934 54 52 01,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/osmosis,https://www.restauranteosmosis.com/,Michelin,"Continuing to gain prominence, this restuarant, with an informal atmosphere and simple setup (there are more tables on the upper floor), is where chef John Ordóñez's imaginative proposal awakens a certain amount of interest, as it plays with surprising aromas and is not lacking in flavour either. He usually uses lots of ingredients, although these are kept well differentiated and without hiding their identity. You can order à la carte or opt for one of various set menus that change according to the number of courses. Don't miss their wonderful desserts!",70,tasting €70 (5c) / €80 (7c); weekday lunch €25-28,thefork / plateselector,https://www.google.com/maps/search/?api=1&query=Osmosis%2C%20Aribau%20100%2C%20Barcelona%2C%2008036%2C%20Spain
Barcelona,Pur,Selected,,1 Sol,,,,Farm to table,Special occasion,3,"Passatge de la Concepció 11, Barcelona, 08008, Spain",+34 931 70 17 70,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/pur,https://purbarcelona.com/,Michelin; Guia Repsol,"It bears the hallmark of the renowned chef Nandu Jubany and offers a product-based cuisine without artifice, open to the dining room and... in its purest form! What stands out most, both in the à la carte service and in the tasting menu, is the extraordinary quality of the raw ingredients, with grilled, charcoal-grilled and salted dishes... Don't miss the seasonal tomatoes, served with stracciatella cheese and pine nuts, or the now famous grilled marrow with steak tartare (Best Steak Tartare in Spain, 2024). Our recommendation: Sit at the bar for a closer experience and order half portions, so you can try a bit of everything.",130,Essence €129; Menu Especial €198; €100+ pp,purbarcelona.com / thefork,https://www.google.com/maps/search/?api=1&query=Pur%2C%20Passatge%20de%20la%20Concepci%C3%B3%2011%2C%20Barcelona%2C%2008008%2C%20Spain
Barcelona,RíasKru,Selected,,1 Sol,,,yes,Seafood,Special occasion,3,"Lleida 7, Barcelona, 08004, Spain",+34 934 24 81 52,41.374144,2.1545293,https://guide.michelin.com/en/catalunya/barcelona/restaurant/riaskru,https://riaskru.com/,Michelin; Michelin wine list; Guia Repsol,"This somewhat unusual restaurant is a fusion of two dining spaces (including the former RÍas de Galicia and Espai KRU) and two culinary themes on a single menu: classic Galician cooking (featuring superb fish and seafood) and Japanese-inspired cuisine with a focus on raw dishes (the menu also includes caviar-based specialities). We can particularly recommend the smoked anchovies with Manchego cheese, and the delicious Galician goose barnacles from Roncudo en Corme, Laxe, and Cedeira.",90,avg €70; tasting €125; ~€120 pp with wine,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=R%C3%ADasKru%2C%20Lleida%207%2C%20Barcelona%2C%2008004%2C%20Spain
Barcelona,Solc,Selected,,,,,,Mediterranean Cuisine,A moderate spend,2,"Paseo de Gràcia 68, Barcelona, 08007, Spain",+34 934 96 77 07,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/solc,https://www.hotelmajestic.es/,Michelin,"Solc is located on the first floor of the elegant Majestic Hotel & Spa Barcelona, hence the aristocratic air that pervades the entire building. The Mediterranean cuisine in evidence here has a clear Catalan DNA, both on the à la carte and the tasting menu (the latter featuring dishes from the former), and showcases ingredients from the nearby Maresme area, where the restaurant has its own farm which provides much of the produce used here on a daily basis. A hugely popular brunch is also available every Sunday, but given its popularity we definitely recommend booking a table in advance.",50,weekday tasting €35 (+€38 pairing); avg €50; €58 pp,majestichotelgroup.com / thefork,https://www.google.com/maps/search/?api=1&query=Solc%2C%20Paseo%20de%20Gr%C3%A0cia%2068%2C%20Barcelona%2C%2008007%2C%20Spain
Barcelona,Suculent,Selected,,1 Sol,,,,Contemporary,A moderate spend,2,"Rambla del Raval 45, Barcelona, 08001, Spain",+34 934 43 65 79,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/suculent,https://www.suculent.com/,Michelin; Guia Repsol,"A culinary jewel, right in the heart of the Raval district, where guests have the choice of two contemporary menus (Los Clásicos and Suculent), both with fresh and casual dishes that, in many cases, are presented as dishes to share (you can try the Catalan-style baby broad beans with butifarra de perol and horseradish or their Beurre blanc beetroot, tarragon oil and smoked eel). There's even a hidden table accessed via the rear of the cold room!",60,avg €45; set menus €70 / €90,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=Suculent%2C%20Rambla%20del%20Raval%2045%2C%20Barcelona%2C%2008001%2C%20Spain
Barcelona,Taberna Noroeste,Selected,,,,,,Contemporary,Special occasion,3,"Radas 67, Barcelona, 08004, Spain",+34 931 15 09 11,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/taberna-noroeste,https://www.tabernanoroeste.com/,Michelin,"If you’re keen to move away from the classic restaurant circuit in Barcelona, head to Poble Sec, a quiet district at the foot of the Montjuic hill, and just a stone’s throw from the legendary Paral·lel avenue. This taberna has just a few tables in the dining room, hence the opportunity to watch the chefs at work in the open kitchen behind the bar. The single surprise menu evolves with the seasons (the fish and seafood are outstanding) with meticulous attention paid to creamy textures and the pairing of ingredients. The name of the restaurant (Northwest in English) is in reference to the origins of owner-chefs Javier and David, as one hails from La Coruña, the other from Salamanca, hence the fusion between Galician, Castilian and Catalan cooking. Guests here are all served at the same time so it’s important to arrive punctually!",80,single surprise tasting menu €80; reports €90-100 pp,thefork / tabernanoroeste.com,https://www.google.com/maps/search/?api=1&query=Taberna%20Noroeste%2C%20Radas%2067%2C%20Barcelona%2C%2008004%2C%20Spain
Barcelona,Ten's,Selected,,,,,,Modern Cuisine,Special occasion,3,"Avenida Marqués de l'Argentera 11, Barcelona, 08003, Spain",+34 933 19 22 22,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/ten-s,https://tensbarcelona.com/,Michelin,"A minimalist gastro-bar overseen by famous chef Jordi Cruz. Here, where they say they ‘reinterpret classic tapas with creativity, precision and a rebellious touch’, you will find individual tapas, a good number of portions designed for sharing, elaborate desserts... and, of course, a tapas tasting menu called Ten's, which is only served to the whole table and is the perfect option to get a true insight into the cuisine here. One dish that bowled us over was the Japanese-style tiradito with cured gilthead bream, gazpachuelo, grapes, kumquat and seaweed.",40,avg €40; tapas €3.90-8 each; tasting €65,thefork / infobae,https://www.google.com/maps/search/?api=1&query=Ten%27s%2C%20Avenida%20Marqu%C3%A9s%20de%20l%27Argentera%2011%2C%20Barcelona%2C%2008003%2C%20Spain
Barcelona,Tram-Tram,Selected,,1 Sol,,,,Contemporary,Special occasion,3,"Major de Sarrià 121, Barcelona, 08017, Spain",+34 932 04 85 18,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/tram-tram,https://tram-tram.com/,Michelin; Guia Repsol,"A classically furnished, family-run restaurant with a name inspired by this old form of transport in the city. Enjoy traditional cuisine with a contemporary touch, including the occasional international dish and a tasting menu option. The high quality of ingredients it works with is clearly evident in the fish served here (purchased daily at auction), and dishes such as Galician razor clams with a glaze of Manzanilla sherry (from Sanlúcar) and hazelnuts.",50,tasting €39; festival €70; lunch €30; avg €50,thefork / restaurantguru,https://www.google.com/maps/search/?api=1&query=Tram-Tram%2C%20Major%20de%20Sarri%C3%A0%20121%2C%20Barcelona%2C%2008017%2C%20Spain
Barcelona,Tunateca Balfegó,Selected,,,,,,Fusion,Spare no expense,4,"Avenida Diagonal 439, Barcelona, 08036, Spain",+34 937 97 64 60,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/tunateca-balfego,https://www.tunatecabalfego.com/,Michelin,"Red tuna is at the heart of everything here! In this highly original restaurant, with a particularly striking ceiling in the main dining room featuring a decor of a school of fish plus some walls adorned with scale-like tiles, there are two à la carte options (one, more Western in taste, where tuna is the main focus, and a second more Asian-inspired menu centred around nigiri, sashimi, uramaki etc) alongside interesting tasting menus (Red and Blu). Occasionally, the restaurant also organises Kaitai experiences where participants can learn first-hand about this time-honoured Japanese fish-slicing technique.",75,avg €55 à la carte; tasting menus €95 / €117,thefork / tunatecabalfego.com,https://www.google.com/maps/search/?api=1&query=Tunateca%20Balfeg%C3%B3%2C%20Avenida%20Diagonal%20439%2C%20Barcelona%2C%2008036%2C%20Spain
Barcelona,Ultramarinos Marín,Selected,,,,,,Farm to table,Special occasion,3,"Balmes 187, Barcelona, 08006, Spain",+34 932 17 65 52,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/ultramarinos-marin,https://ultramarinosmarin.com/,Michelin,"A somewhat unusual restaurant that has taken over an old bar and converted it into a simple “asador”-style eatery. Interesting options here include “knife and fork” breakfasts, plus a traditional market-inspired à la carte that showcases the full flavours of its ingredients, with fish and meat priced by weight. On the menu you can order half, third and even quarter portions, so it's not a bad idea to let the chef make all the decisions so you can try lots of different dishes.",45,"listed avg €28; fish/meat by weight, reports up to €75 pp",thefork / braise.substack.com,https://www.google.com/maps/search/?api=1&query=Ultramarinos%20Mar%C3%ADn%2C%20Balmes%20187%2C%20Barcelona%2C%2008006%2C%20Spain
Barcelona,Virens,Selected,,,,,,Contemporary,A moderate spend,2,"Gran Via de Les Corts Catalanes 619, Barcelona, 08007, Spain",+34 930 18 74 51,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/virens,https://www.virensbarcelona.com/,Michelin,"Haven't you tried chef Rodrigo de la Calle's plant-based cuisine yet? At this Barcelona restaurante, which he advises, plant-forward cuisine is taken to a whole new level, with organically grown ingredients taking centre stage and a constant focus on small-scale local suppliers. His personal take on contemporary-Mediterranean cuisine (a few meat, fish and rice dishes also feature) is showcased on the à la carte and his three tasting menus (Gastrobotánica; Tierra y mar; and Experiencia mediterránea).",85,Tierra y Mar tasting €85; seasonal lunch menu cheaper,virensbarcelona.com / thefork,https://www.google.com/maps/search/?api=1&query=Virens%2C%20Gran%20Via%20de%20Les%20Corts%20Catalanes%20619%2C%20Barcelona%2C%2008007%2C%20Spain
Barcelona,Windsor,Selected,,1 Sol,,,yes,Modern Cuisine,Special occasion,3,"Còrsega 286, Barcelona, 08008, Spain",+34 932 37 75 88,41.3948915,2.1572133,https://guide.michelin.com/en/catalunya/barcelona/restaurant/windsor,https://restaurantwindsor.com/,Michelin; Michelin wine list; Guia Repsol,"This restaurant, with its updated classic decor, is enhanced by an exquisite terrace and several dining rooms that allow for different configurations. Contemporary Catalan cuisine including a good choice of set menus.",60,Barcelona Menu €55; Menú Catalunya €69; weekday €42; à la carte ~€70,restaurantwindsor.com / thefork,https://www.google.com/maps/search/?api=1&query=Windsor%2C%20C%C3%B2rsega%20286%2C%20Barcelona%2C%2008008%2C%20Spain
Barcelona,Xavier Pellicer,Selected,,2 Soles,,,,Creative,Special occasion,3,"Provença 310, Barcelona, 08037, Spain",+34 935 25 90 02,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/xavier-pellicer,https://www.xavierpellicer.com/,Michelin; Guia Repsol,"In this centrally located restaurant just a few metres from the city’s emblematic La Pedrera-Casa Milà building designed by Gaudí, the focus is on “healthy” cuisine that is centred around seasonal vegetables and the sourcing of its ingredients exclusively from small-scale local producers. The backdrop is an elegant interior with a rustic simplicity that includes a modern dining room with an industrial vibe and a completely open kitchen behind the bar counter, enabling guests to interact with the chefs (there’s also another more multi-functional dining room called El Menjador designed for private events). You will find à la carte service (only at lunchtime, Wednesday through Sunday) and two tasting options (one with 5 courses, the other 8), each featuring three different options: vegan, vegetarian and omnivore. The interesting wine list includes lots of little-known labels.",85,tasting €79; 5-course €85; 8-course €105,xavierpellicer.com / thefork,https://www.google.com/maps/search/?api=1&query=Xavier%20Pellicer%2C%20Proven%C3%A7a%20310%2C%20Barcelona%2C%2008037%2C%20Spain
Barcelona,Xerta,Selected,,1 Sol,,,,Creative,Spare no expense,4,"Còrsega 289, Barcelona, 08008, Spain",+34 937 37 90 80,,,https://guide.michelin.com/en/catalunya/barcelona/restaurant/xerta,https://www.xertarestaurant.com/,Michelin; Guia Repsol,"If you’re still unfamiliar with the culinary delights of the Ebro Delta, a visit to this restaurant in Barcelona is a must to savour the flavours of a region that has been declared a World Biosphere Reserve. Accessed via the lobby of the Ohla Eixample hotel, Xerta boasts a contemporary dining room with views of the kitchen. Chef José Guadalupe Couoh Pomol, hailing from Yucatán, is passionate about Mediterranean cuisine and offers expert insight into the specific cuisine of the Ebro Delta, giving us the opportunity to discover its authentic gastronomy (elvers, oysters, rice... 90% of the products come from there) from a creative point of view. What’s on offer? The à la carte menu, which always features an array of delicious rice dishes and showcases seasonal ingredients (sea cucumbers, spot-tail mantis shrimp, blue crab, wild mushrooms, etc.), is complemented by three set menus: Temporada (lunchtime, not available on bank holidays, Tuesday to Friday), Delta and Producto.",80,seasonal lunch €55; regional €80; product €115,xertarestaurant.com / guidavera,https://www.google.com/maps/search/?api=1&query=Xerta%2C%20C%C3%B2rsega%20289%2C%20Barcelona%2C%2008008%2C%20Spain
Barcelona,Al Kostat,,,1 Sol,,,,,,2,,,,,,https://alkostat.cat/,Guia Repsol,,45,avg €35; paella €36; reports up to €100 pp,restaurantguru / guidavera,https://www.google.com/maps/search/?api=1&query=Al%20Kostat%2C%20Barcelona%2C%20Spain
Barcelona,AÜRT,,,2 Soles,,,,,,3,,,,,,https://www.aurtrestaurant.com/,Guia Repsol,,145,"tasting €145 (14-16 courses, incl. tax); older avg €95",aurtrestaurant.com,https://www.google.com/maps/search/?api=1&query=A%C3%9CRT%2C%20Barcelona%2C%20Spain
Barcelona,Brabo,,,1 Sol,,,,,,2,,,,,,https://braborestaurante.com/,Guia Repsol,,105,Experiencia de Brabo 15-course €105 (water+coffee incl.),braborestaurante.com,https://www.google.com/maps/search/?api=1&query=Brabo%2C%20Barcelona%2C%20Spain
Barcelona,Ca l'Isidre,,,1 Sol,,,,,,2,,,,,,https://calisidre.com/,Guia Repsol,,80,avg €75; midweek lunch €40; dinner €80-90 pp; mains €20-35,calisidre.com / foodbarcelona,https://www.google.com/maps/search/?api=1&query=Ca%20l%27Isidre%2C%20Barcelona%2C%20Spain
Barcelona,Carnal Steak House,,,,,92,,,,3,,,,,,https://www.carnalsteakhouse.com/,World's 101 Best Steak,,70,~€70 pp; starters €28-29; Wagyu A5 120g €59,restaurantguru / guidavera,https://www.google.com/maps/search/?api=1&query=Carnal%20Steak%20House%2C%20Barcelona%2C%20Spain
Barcelona,Coure,,,2 Soles,,,,,,3,,,,,,http://restaurantecoure.com/,Guia Repsol,,50,tasting €50-55 (8 courses); seasonal dinner set €35,thefork / foodbarcelona,https://www.google.com/maps/search/?api=1&query=Coure%2C%20Barcelona%2C%20Spain
Barcelona,Els Pescadors,,,1 Sol,,,,,,2,,,,,,https://elspescadors.com/,Guia Repsol,,60,avg €50-60; more than €50 band,elspescadors.com / restaurantguru,https://www.google.com/maps/search/?api=1&query=Els%20Pescadors%2C%20Barcelona%2C%20Spain
Barcelona,Espacio UMA,,,1 Sol,,,,,,2,,,,,,https://espaciouma.com/,Guia Repsol,,125,UMA Classic €125 (€140 chef's table); Grand Gourmet €186; pairings €68/€98,espaciouma.com,https://www.google.com/maps/search/?api=1&query=Espacio%20UMA%2C%20Barcelona%2C%20Spain
Barcelona,Granja Elena,,,1 Sol,,,,,,2,,,,,,http://www.granjaelena.com/,Guia Repsol,,55,avg €50; €60-70 pp reported; truffle scrambled eggs €29,restaurantguru / bcnrestaurantes,https://www.google.com/maps/search/?api=1&query=Granja%20Elena%2C%20Barcelona%2C%20Spain
Barcelona,Gresca,,,2 Soles,,,,,,3,,,,,,https://www.gresca.rest/,Guia Repsol,,50,avg €42; tasting €45.70; à la carte €50-75 pp,gresca.rest / guidavera,https://www.google.com/maps/search/?api=1&query=Gresca%2C%20Barcelona%2C%20Spain
Barcelona,Jardín del Alma,,,1 Sol,,,,,,2,,,,,,https://almahotels.com/barcelona/en/restaurant-alma-with-garden/,Guia Repsol,,40,avg €30; dinner menu €65,almahotels.com / thefork,https://www.google.com/maps/search/?api=1&query=Jard%C3%ADn%20del%20Alma%2C%20Barcelona%2C%20Spain
Barcelona,Olivos Comida y Vinos,,,1 Sol,,,,,,2,,,,,,https://olivoscomidayvinos.com/,Guia Repsol,,100,"market menu €90; ""Inspiration"" €100-110",olivoscomidayvinos.com,https://www.google.com/maps/search/?api=1&query=Olivos%20Comida%20y%20Vinos%2C%20Barcelona%2C%20Spain
Barcelona,Petit Comité Gaig,,,1 Sol,,,,,,2,,,,,,https://petitcomite.cat/,Guia Repsol,,70,"avg €70; à la carte or ""Gran Ágape"" set menu",petitcomite.cat / aldente,https://www.google.com/maps/search/?api=1&query=Petit%20Comit%C3%A9%20Gaig%2C%20Barcelona%2C%20Spain
Barcelona,Roig Robí,,,1 Sol,,,,,,2,,,,,,https://www.roigrobi.com/,Guia Repsol,,68,avg €60-75; set menu €68,thefork / guidavera,https://www.google.com/maps/search/?api=1&query=Roig%20Rob%C3%AD%2C%20Barcelona%2C%20Spain
Barcelona,Sato i Tanaka,,,1 Sol,,,,,,2,,,,,,https://www.satotanaka.com/,Guia Repsol,,50,omakase €45-55; lunch €29 (short) / €35 (long),restaurantguru / foodieinbarcelona,https://www.google.com/maps/search/?api=1&query=Sato%20i%20Tanaka%2C%20Barcelona%2C%20Spain
Barcelona,Xemei,,,1 Sol,,,,,,2,,,,,,https://www.xemei.es/,Guia Repsol,,45,avg €40; ~€50 pp with wine; lunch €20-30,restaurantguru / timeout,https://www.google.com/maps/search/?api=1&query=Xemei%2C%20Barcelona%2C%20Spain
Lisbon,Canalha,Bib Gourmand,,,,,,Farm to table,A moderate spend,2,"Rua da Junqueira 207, Lisbon, 1300-338, Portugal",+351 962 152 742,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/canalha,https://www.canalha.pt/,Michelin,"Chef João Rodrigues’s concept, located in a residential area, harks back to the neighbourhood restaurants of the past, yet retains the essence of a bistro. Sitting at the counter and watching the kitchen bustle contributes to a relaxed and vibrant atmosphere. Here, the focus is on the products — displayed in a showcase at the entrance — prepared simply, offered at accessible prices, and presented in a sharing format. A blackboard displays the daily lunch specials and, in addition, an appealing menu. Whether it’s the succulent open prawn omelette with onion, the iconic squid dish with sheep’s butter, or the simple yet authentic peach served with eggnog and creamy pistachio ice cream, one thing is certain — it does not disappoint!",35,avg €35; Michelin €€; blackboard daily specials,thefork / michelin,https://www.google.com/maps/search/?api=1&query=Canalha%2C%20Rua%20da%20Junqueira%20207%2C%20Lisbon%2C%201300-338%2C%20Portugal
Lisbon,Carnal,Bib Gourmand,,,,,,Mexican,A moderate spend,2,"Rua da Misericordia 78, Lisbon, 1200 273, Portugal",+351 913 463 232,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/carnal-1200315,https://www.carnal.pt/,Michelin,"(Provisionally, services are being provided at Largo da Trindade, 9) This lively, centrally located restaurant quickly gained popularity for being owned by the well-known Chef Ljubomir Stanisic (head of the 100 Maneiras group). It describes itself as a Mexican gastrobar and is one of those casual places that entices your taste buds. The dishes, generally quite well-balanced, are designed for a modern and informal ambience, with subtle nods to Mexican culture, striking the right harmony of flavour and heat in each creation. On the menu, featuring typical antojitos, tostadas, gringas and the famous tacos (don’t miss the tacos al pastor or the cauliflower tacos), you’ll also find bolder or more daring options like guacamole with insects or chicharrón (both dishes include larvae and crickets). Be sure to try one of their tequila cocktails!",45,Michelin €€; reports €50+ pp dinner,thefork / michelin,https://www.google.com/maps/search/?api=1&query=Carnal%2C%20Rua%20da%20Misericordia%2078%2C%20Lisbon%2C%201200%20273%2C%20Portugal
Lisbon,Ofício - Wine & Dining Room,Bib Gourmand,,,,,,Traditional Cuisine,A moderate spend,2,"Rua Nova da Trindade 11, Lisbon, 1200-301, Portugal",+351 910 456 440,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/oficio,https://www.paradigma.pt/venues/oficio-lisboa,Michelin,"This restaurant, located in the heart of Chiado and close to the Jesuit church of São Roque, was born under the philosophy of a contemporary taberna (tavern), however… it is now taking a new path! The starting point is the recreation of Portuguese recipes in the light of current knowledge, always respecting the product and its origins, but without setting limits. The chef at the helm, Maurício Varela, champions a fluid proposal that seeks balance between cold and hot cooking, with constant references to the memory of Portuguese cuisine, spanning from traditional churrasco (barbecue) to conservas (preserves), as well as escabeches and smoked preparations. For them, in pursuit of a living offering, proximity and freshness of raw materials are fundamental to the creative process.",45,sharing plates €10-18; ~€90 pp with wine,thefork / portugalconfidential,https://www.google.com/maps/search/?api=1&query=Of%C3%ADcio%20-%20Wine%20%26%20Dining%20Room%2C%20Rua%20Nova%20da%20Trindade%2011%2C%20Lisbon%2C%201200-301%2C%20Portugal
